pclass,survived,Residence,name,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest,Gender,Rfare,RFR001,Fare_BC
3,1,0,"Dowdell, Miss. Elizabeth",30,0,0,364516,12.475, ,S,13, ,"Union Hill, NJ",1,555.5,.424694189602446,23.4665871360363
2,0,2,"Downton, Mr. William James",54,0,0,28403,26, ,S, , ,"Holley, NY",0,857.5,.655581039755352,54.0213585575019
3,0,2,"Doyle, Miss. Elizabeth",24,0,0,368702,7.75, ,Q, , ,"Ireland New York, NY",1,183,.139908256880734,-22.6417312338616
3,1,2,"Drapkin, Miss. Jennie",23,0,0,SOTON/OQ 392083,8.05, ,S, , ,"London New York, NY",1,391.5,.299311926605505,6.05074478589431
3,0,2,"Drazenoic, Mr. Jozef",33,0,0,349241,7.8958, ,C, ,51,"Austria Niagara Falls, NY",0,313,.239296636085627,-3.37898124803169
2,1,0,"Drew, Master. Marshall Brines",8,0,2,28220,32.5, ,S,10, ,"Greenport, NY",0,1000,.764525993883792,70.6102625414244
2,0,0,"Drew, Mr. James Vivian",42,1,1,28220,32.5, ,S, , ,"Greenport, NY",0,1000,.764525993883792,70.6102625414244
2,1,0,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",34,1,1,28220,32.5, ,S,10, ,"Greenport, NY",1,1000,.764525993883792,70.6102625414244
3,0,2,"Duane, Mr. Frank",65,0,0,336439,7.75, ,Q, , , ,0,183,.139908256880734,-22.6417312338616
1,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",48,1,0,11755,39.6,A16,C,1, ,London / Paris,1,1036,.792048929663609,75.4038247595694
1,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",49,1,0,PC 17485,56.9292,A20,C,1, ,London / Paris,0,1111.5,.849770642201835,86.8890248176697
1,0,0,"Dulles, Mr. William Crothers",39,0,0,PC 17580,29.7,A18,C, ,133,"Philadelphia, PA",0,956,.730886850152905,65.1528257262347
3,1,2,"Duquemin, Mr. Joseph",24,0,0,S.O./P.P. 752,7.55, ,S,D, ,"England Albion, NY",0,127.5,.0974770642201835,-33.7869449049441
2,1,2,"Duran y More, Miss. Asuncion",27,1,0,SC/PARIS 2149,13.8583, ,C,12, ,"Barcelona, Spain / Havana, Cuba",1,636,.486238532110092,31.5097364326998
2,1,2,"Duran y More, Miss. Florentina",30,1,0,SC/PARIS 2148,13.8583, ,C,12, ,"Barcelona, Spain / Havana, Cuba",1,636,.486238532110092,31.5097364326998
3,0,0,"Dyker, Mr. Adolf Fredrik",23,1,0,347072,13.9, ,S, , ,"West Haven, CT",0,640.5,.489678899082569,31.9562935812147
3,1,0,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",22,1,0,347072,13.9, ,S,16, ,"West Haven, CT",1,640.5,.489678899082569,31.9562935812147
1,1,0,"Earnshaw, Mrs. Boulton (Olive Potter)",23,0,1,11767,83.1583,C54,C,7, ,"Mt Airy, Philadelphia, PA",1,1203.5,.920107033639144,106.057418218736
3,0,2,"Edvardsson, Mr. Gustaf Hjalmar",18,0,0,349912,7.775, ,S, , ,"Tofta, Sweden Joliet, IL",0,223.5,.170871559633028,-15.9128506854793
2,0,1,"Eitemiller, Mr. George Floyd",23,0,0,29751,13, ,S, , ,"England / Detroit, MI",0,592,.452599388379205,27.1312152712863
3,0,2,"Eklund, Mr. Hans Linus",16,0,0,347074,7.775, ,S, , ,"Karberg, Sweden Jerome Junction, AZ",0,223.5,.170871559633028,-15.9128506854793
3,0,2,"Ekstrom, Mr. Johan",45,0,0,347061,6.975, ,S, , ,"Effington Rut, SD",0,34.5,.0263761467889908,-66.9581010840247
3,0,2,"Elias, Mr. Dibo", ,0,0,2674,7.225, ,C, , , ,0,65,.0496941896024465,-51.9937828715428
3,0,2,"Elias, Mr. Joseph",39,0,2,2675,7.2292, ,C, , ,"Syria Ottawa, ON",0,87.5,.0668960244648318,-44.3070271347184
3,0,2,"Elias, Mr. Joseph Jr",17,1,1,2690,7.2292, ,C, , , ,0,87.5,.0668960244648318,-44.3070271347184
3,0,2,"Elias, Mr. Tannous",15,1,1,2695,7.2292, ,C, , ,Syria,0,87.5,.0668960244648318,-44.3070271347184
3,0,1,"Elsbury, Mr. William James",47,0,0,A/5 3902,7.25, ,S, , ,"Illinois, USA",0,108.5,.0829510703363914,-38.4157124358353
3,1,0,"Emanuel, Miss. Virginia Ethel",5,0,0,364516,12.475, ,S,13, ,"New York, NY",1,555.5,.424694189602446,23.4665871360363
3,0,2,"Emir, Mr. Farred Chehab", ,0,0,2631,7.225, ,C, , , ,0,65,.0496941896024465,-51.9937828715428
2,0,2,"Enander, Mr. Ingvar",21,0,0,236854,13, ,S, , ,"Goteborg, Sweden / Rockford, IL",0,592,.452599388379205,27.1312152712863
1,1,2,"Endres, Miss. Caroline Louise",38,0,0,PC 17757,227.525,C45,C,4, ,"New York, NY",1,1286,.983180428134557,143.250110889787
1,1,0,"Eustis, Miss. Elizabeth Mussey",54,1,0,36947,78.2667,D20,C,4, ,"Brookline, MA",1,1178.5,.900993883792049,99.9210952023679
1,0,0,"Evans, Miss. Edith Corse",36,0,0,PC 17531,31.6792,A29,C, , ,"New York, NY",1,996,.761467889908257,70.0975861902804
3,0,1,"Everett, Mr. Thomas James",40.5,0,0,C.A. 6212,15.1, ,S, ,187, ,0,679.5,.519495412844037,35.8258374440375
2,0,2,"Fahlstrom, Mr. Arne Jonas",18,0,0,236171,13, ,S, , ,"Oslo, Norway Bayonne, NJ",0,592,.452599388379205,27.1312152712863
3,0,2,"Farrell, Mr. James",40.5,0,0,367232,7.75, ,Q, ,68,"Aughnacliff, Co Longford, Ireland New York, NY",0,183,.139908256880734,-22.6417312338616
1,0,2,"Farthing, Mr. John", ,0,0,PC 17483,221.7792,C95,S, , , ,0,1281.5,.979740061162079,139.318458623215
2,0,1,"Faunthorpe, Mr. Harry",40,1,0,2926,26, ,S, ,286,"England / Philadelphia, PA",0,857.5,.655581039755352,54.0213585575019
2,1,2,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",29,1,0,2926,26, ,S,16, , ,1,857.5,.655581039755352,54.0213585575019
2,0,1,"Fillbrook, Mr. Joseph Charles",18,0,0,C.A. 15185,10.5, ,S, , ,"Cornwall / Houghton, MI",0,512,.391437308868502,19.0321115380284
3,1,2,"Finoli, Mr. Luigi", ,0,0,SOTON/O.Q. 3101308,7.05, ,S,15, ,"Italy Philadelphia, PA",0,43,.0328746177370031,-61.9471526367519
3,0,2,"Fischer, Mr. Eberhard Thelander",18,0,0,350036,7.7958, ,S, , , ,0,243.5,.186162079510703,-12.8798751139237
1,1,0,"Flegenheim, Mrs. Alfred (Antoinette)", ,0,0,PC 17598,31.6833, ,S,7, ,"New York, NY",1,997,.762232415902141,70.2254152129742
3,0,2,"Fleming, Miss. Honora", ,0,0,364859,7.75, ,Q, , , ,1,183,.139908256880734,-22.6417312338616
1,1,2,"Fleming, Miss. Margaret", ,0,0,17421,110.8833, ,C,4, , ,1,1232.5,.942278287461774,114.773504341206
3,0,2,"Flynn, Mr. James", ,0,0,364851,7.75, ,Q, , , ,0,183,.139908256880734,-22.6417312338616
3,0,2,"Flynn, Mr. John", ,0,0,368323,6.95, ,Q, , , ,0,32.5,.0248470948012232,-68.2853897126576
1,1,0,"Flynn, Mr. John Irwin (""Irving"")",36,0,0,PC 17474,26.3875,E25,S,5, ,"Brooklyn, NY",0,893,.682721712538226,57.8976003181656
3,0,0,"Foley, Mr. Joseph",26,0,0,330910,7.8792, ,Q, , ,"Ireland Chicago, IL",0,281.5,.215214067278287,-7.51410132402977
3,0,2,"Foley, Mr. William", ,0,0,365235,7.75, ,Q, , ,Ireland,0,183,.139908256880734,-22.6417312338616
3,1,2,"Foo, Mr. Choong", ,0,0,1601,56.4958, ,S,13, ,"Hong Kong New York, NY",0,1106.5,.845948012232416,86.0483782250115
3,0,1,"Ford, Miss. Doolina Margaret ""Daisy""",21,2,2,W./C. 6608,34.375, ,S, , ,"Rotherfield, Sussex, England Essex Co, MA",1,1009,.771406727828746,71.7774277775854
3,0,1,"Ford, Miss. Robina Maggie ""Ruby""",9,2,2,W./C. 6608,34.375, ,S, , ,"Rotherfield, Sussex, England Essex Co, MA",1,1009,.771406727828746,71.7774277775854
3,0,1,"Ford, Mr. Arthur", ,0,0,A/5 1478,8.05, ,S, , ,"Bridgwater, Somerset, England",0,391.5,.299311926605505,6.05074478589431
3,0,1,"Ford, Mr. Edward Watson",18,2,2,W./C. 6608,34.375, ,S, , ,"Rotherfield, Sussex, England Essex Co, MA",0,1009,.771406727828746,71.7774277775854
3,0,1,"Ford, Mr. William Neal",16,1,3,W./C. 6608,34.375, ,S, , ,"Rotherfield, Sussex, England Essex Co, MA",0,1009,.771406727828746,71.7774277775854
3,0,1,"Ford, Mrs. Edward (Margaret Ann Watson)",48,1,3,W./C. 6608,34.375, ,S, , ,"Rotherfield, Sussex, England Essex Co, MA",1,1009,.771406727828746,71.7774277775854
1,0,0,"Foreman, Mr. Benjamin Laventall",30,0,0,113051,27.75,C111,C, , ,"New York, NY",0,932,.712538226299694,62.322547061387
1,1,2,"Fortune, Miss. Alice Elizabeth",24,3,2,19950,263,C23 C25 C27,S,10, ,"Winnipeg, MB",1,1301.5,.995030581039755,166.726763105013
1,1,2,"Fortune, Miss. Ethel Flora",28,3,2,19950,263,C23 C25 C27,S,10, ,"Winnipeg, MB",1,1301.5,.995030581039755,166.726763105013
1,1,2,"Fortune, Miss. Mabel Helen",23,3,2,19950,263,C23 C25 C27,S,10, ,"Winnipeg, MB",1,1301.5,.995030581039755,166.726763105013
1,0,2,"Fortune, Mr. Charles Alexander",19,3,2,19950,263,C23 C25 C27,S, , ,"Winnipeg, MB",0,1301.5,.995030581039755,166.726763105013
1,0,2,"Fortune, Mr. Mark",64,1,4,19950,263,C23 C25 C27,S, , ,"Winnipeg, MB",0,1301.5,.995030581039755,166.726763105013
1,1,2,"Fortune, Mrs. Mark (Mary McDougald)",60,1,4,19950,263,C23 C25 C27,S,10, ,"Winnipeg, MB",1,1301.5,.995030581039755,166.726763105013
3,0,2,"Fox, Mr. Patrick", ,0,0,368573,7.75, ,Q, , ,"Ireland New York, NY",0,183,.139908256880734,-22.6417312338616
2,0,0,"Fox, Mr. Stanley Hubert",36,0,0,229236,13, ,S, ,236,"Rochester, NY",0,592,.452599388379205,27.1312152712863
1,1,1,"Francatelli, Miss. Laura Mabel",30,0,0,PC 17485,56.9292,E36,C,1, , ,1,1111.5,.849770642201835,86.8890248176697
3,0,1,"Franklin, Mr. Charles (Charles Fardon)", ,0,0,SOTON/O.Q. 3101314,7.25, ,S, , , ,0,108.5,.0829510703363914,-38.4157124358353
1,0,1,"Franklin, Mr. Thomas Parham", ,0,0,113778,26.55,D34,S, , ,"Westcliff-on-Sea, Essex",0,904.5,.69151376146789,59.1823771415937
1,1,0,"Frauenthal, Dr. Henry William",50,2,0,PC 17611,133.65, ,S,5, ,"New York, NY",0,1242.5,.949923547400612,118.392591670869
1,1,0,"Frauenthal, Mr. Isaac Gerald",43,1,0,17765,27.7208,D40,C,5, ,"New York, NY",0,924,.706422018348624,61.3984912084022
1,1,0,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)", ,1,0,PC 17611,133.65, ,S,5, ,"New York, NY",1,1242.5,.949923547400612,118.392591670869
1,1,2,"Frolicher-Stehli, Mr. Maxmillian",60,1,1,13567,79.2,B41,C,5, ,"Zurich, Switzerland",0,1185.5,.906345565749236,101.54355464922
1,1,2,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",48,1,1,13567,79.2,B41,C,5, ,"Zurich, Switzerland",1,1185.5,.906345565749236,101.54355464922
1,1,2,"Frolicher, Miss. Hedwig Margaritha",22,0,2,13568,49.5,B39,C,5, ,"Zurich, Switzerland",1,1064,.813455657492355,79.3970872054673
2,0,2,"Frost, Mr. Anthony Wood ""Archie""", ,0,0,239854,0, ,S, , ,Belfast,0,9,.00688073394495413,-94.2083719232876
1,0,1,"Fry, Mr. Richard", ,0,0,112058,0,B102,S, , , ,0,9,.00688073394495413,-94.2083719232876
2,0,2,"Funk, Miss. Annie Clemmer",38,0,0,237671,13, ,S, , ,"Janjgir, India / Pennsylvania",1,592,.452599388379205,27.1312152712863
1,0,1,"Futrelle, Mr. Jacques Heath",37,1,0,113803,53.1,C123,S, , ,"Scituate, MA",0,1091.5,.834480122324159,83.6060501769832
1,1,1,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",35,1,0,113803,53.1,C123,S,D, ,"Scituate, MA",1,1091.5,.834480122324159,83.6060501769832
2,0,1,"Fynney, Mr. Joseph J",35,0,0,239865,26, ,S, ,322,"Liverpool / Montreal, PQ",0,857.5,.655581039755352,54.0213585575019
2,0,1,"Gale, Mr. Harry",38,1,0,28664,21, ,S, , ,"Cornwall / Clear Creek, CO",0,772.5,.590596330275229,45.1523360605823
2,0,1,"Gale, Mr. Shadrach",34,1,0,28664,21, ,S, , ,"Cornwall / Clear Creek, CO",0,772.5,.590596330275229,45.1523360605823
3,0,2,"Gallagher, Mr. Martin",25,0,0,36864,7.7417, ,Q, , ,"New York, NY",0,155,.118501529051988,-27.9096894883218
3,0,1,"Garfirth, Mr. John", ,0,0,358585,14.5, ,S, , , ,0,667,.509938837920489,34.5850957185933
2,1,2,"Garside, Miss. Ethel",34,0,0,243880,13, ,S,12, ,"Brooklyn, NY",1,592,.452599388379205,27.1312152712863
2,0,1,"Gaskell, Mr. Alfred",16,0,0,239865,26, ,S, , ,"Liverpool / Montreal, PQ",0,857.5,.655581039755352,54.0213585575019
2,0,2,"Gavey, Mr. Lawrence",26,0,0,31028,10.5, ,S, , ,"Guernsey / Elizabeth, NJ",0,512,.391437308868502,19.0321115380284
1,0,1,"Gee, Mr. Arthur H",47,0,0,111320,38.5,E63,S, ,275,"St Anne's-on-Sea, Lancashire",0,1025,.783639143730887,73.9023888707582
1,1,2,"Geiger, Miss. Amalie",35,0,0,113503,211.5,C130,C,4, , ,1,1277,.976299694189602,135.91757152578
3,0,2,"Gheorgheff, Mr. Stanio", ,0,0,349254,7.8958, ,C, , , ,0,313,.239296636085627,-3.37898124803169
1,1,0,"Gibson, Miss. Dorothy Winifred",22,0,1,112378,59.4, ,C,7, ,"New York, NY",1,1120.5,.856651376146789,88.4389248794093
1,1,0,"Gibson, Mrs. Leonard (Pauline C Boeson)",45,0,1,112378,59.4, ,C,7, ,"New York, NY",1,1120.5,.856651376146789,88.4389248794093
1,0,2,"Giglio, Mr. Victor",24,0,0,PC 17593,79.2,B86,C, , , ,0,1185.5,.906345565749236,101.54355464922
2,0,1,"Gilbert, Mr. William",47,0,0,C.A. 30769,10.5, ,S, , ,Cornwall,0,512,.391437308868502,19.0321115380284
2,0,1,"Giles, Mr. Edgar",21,1,0,28133,11.5, ,S, , ,"Cornwall / Camden, NJ",0,539.5,.412461773700306,21.8456072405085
2,0,1,"Giles, Mr. Frederick Edward",21,1,0,28134,11.5, ,S, , ,"Cornwall / Camden, NJ",0,539.5,.412461773700306,21.8456072405085
2,0,1,"Giles, Mr. Ralph",24,0,0,248726,13.5, ,S, ,297,"West Kensington, London",0,627,.479357798165138,30.6161898576199
3,0,2,"Gilinski, Mr. Eliezer",22,0,0,14973,8.05, ,S, ,47, ,0,391.5,.299311926605505,6.05074478589431
2,0,1,"Gill, Mr. John William",24,0,0,233866,13, ,S, ,155,"Clevedon, England",0,592,.452599388379205,27.1312152712863
2,0,2,"Gillespie, Mr. William Henry",34,0,0,12233,13, ,S, , ,"Vancouver, BC",0,592,.452599388379205,27.1312152712863
3,1,2,"Gilnagh, Miss. Katherine ""Katie""",16,0,0,35851,7.7333, ,Q,16, ,"Co Longford, Ireland New York, NY",1,149,.113914373088685,-29.1239451173061
2,0,2,"Givard, Mr. Hans Kristensen",30,0,0,250646,13, ,S, ,305, ,0,592,.452599388379205,27.1312152712863
3,1,2,"Glynn, Miss. Mary Agatha", ,0,0,335677,7.75, ,Q,13, ,"Co Clare, Ireland Washington, DC",1,183,.139908256880734,-22.6417312338616
1,1,0,"Goldenberg, Mr. Samuel L",49,1,0,17453,89.1042,C92,C,5, ,"Paris, France / New York, NY",0,1212.5,.926987767584098,108.538017852662
1,1,2,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)", ,1,0,17453,89.1042,C92,C,5, ,"Paris, France / New York, NY",1,1212.5,.926987767584098,108.538017852662
1,0,0,"Goldschmidt, Mr. George B",71,0,0,PC 17754,34.6542,A5,C, , ,"New York, NY",0,1012,.773700305810398,72.1708424865451
3,1,1,"Goldsmith, Master. Frank John William ""Frankie""",9,0,2,363291,20.525, ,S,C D, ,"Strood, Kent, England Detroit, MI",0,760,.581039755351682,43.8829501861731
3,0,1,"Goldsmith, Mr. Frank John",33,1,1,363291,20.525, ,S, , ,"Strood, Kent, England Detroit, MI",0,760,.581039755351682,43.8829501861731
3,0,2,"Goldsmith, Mr. Nathan",41,0,0,SOTON/O.Q. 3101263,7.85, ,S, , ,"Philadelphia, PA",0,254,.194189602446483,-11.3494796620288
3,1,1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",31,1,1,363291,20.525, ,S,C D, ,"Strood, Kent, England Detroit, MI",1,760,.581039755351682,43.8829501861731
3,0,2,"Goncalves, Mr. Manuel Estanslas",38,0,0,SOTON/O.Q. 3101306,7.05, ,S, , ,Portugal,0,43,.0328746177370031,-61.9471526367519
3,0,1,"Goodwin, Master. Harold Victor",9,5,2,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY",0,1057.5,.80848623853211,78.4462215611676
3,0,1,"Goodwin, Master. Sidney Leonard",1,5,2,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY",0,1057.5,.80848623853211,78.4462215611676
3,0,1,"Goodwin, Master. William Frederick",11,5,2,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY",0,1057.5,.80848623853211,78.4462215611676
3,0,1,"Goodwin, Miss. Jessie Allis",10,5,2,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY",1,1057.5,.80848623853211,78.4462215611676
3,0,1,"Goodwin, Miss. Lillian Amy",16,5,2,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY",1,1057.5,.80848623853211,78.4462215611676
3,0,1,"Goodwin, Mr. Charles Edward",14,5,2,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY",0,1057.5,.80848623853211,78.4462215611676
3,0,1,"Goodwin, Mr. Charles Frederick",40,1,6,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY",0,1057.5,.80848623853211,78.4462215611676
3,0,1,"Goodwin, Mrs. Frederick (Augusta Tyler)",43,1,6,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY",1,1057.5,.80848623853211,78.4462215611676
1,1,0,"Gracie, Col. Archibald IV",53,0,0,113780,28.5,C51,C,B, ,"Washington, DC",0,941.5,.71980122324159,63.4320428955455
1,1,1,"Graham, Miss. Margaret Edith",19,0,0,112053,30,B42,S,3, ,"Greenwich, CT",1,962,.735474006116208,65.8751929380871
1,0,2,"Graham, Mr. George Edward",38,0,1,PC 17582,153.4625,C91,S, ,147,"Winnipeg, MB",0,1265,.967125382262997,128.538152636752
1,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",58,0,1,PC 17582,153.4625,C125,S,3, ,"Greenwich, CT",1,1265,.967125382262997,128.538152636752
3,0,2,"Green, Mr. George Henry",51,0,0,21440,8.05, ,S, , ,"Dorking, Surrey, England",0,391.5,.299311926605505,6.05074478589431
2,0,2,"Greenberg, Mr. Samuel",52,0,0,250647,13, ,S, ,19,"Bronx, NY",0,592,.452599388379205,27.1312152712863
1,1,0,"Greenfield, Mr. William Bertram",23,0,1,PC 17759,63.3583,D10 D12,C,7, ,"New York, NY",0,1131.5,.865061162079511,90.4031334714728
1,1,0,"Greenfield, Mrs. Leo David (Blanche Strouse)",45,0,1,PC 17759,63.3583,D10 D12,C,7, ,"New York, NY",1,1131.5,.865061162079511,90.4031334714728
3,0,2,"Gronnestad, Mr. Daniel Danielsen",32,0,0,8471,8.3625, ,S, , ,"Foresvik, Norway Portland, ND",0,427,.326452599388379,10.0180777776343
3,0,1,"Guest, Mr. Robert", ,0,0,376563,8.05, ,S, , , ,0,391.5,.299311926605505,6.05074478589431
1,0,2,"Guggenheim, Mr. Benjamin",46,0,0,PC 17593,79.2,B82 B84,C, , ,"New York, NY",0,1185.5,.906345565749236,101.54355464922
3,0,2,"Gustafsson, Mr. Alfred Ossian",20,0,0,7534,9.8458, ,S, , ,"Waukegan, Chicago, IL",0,491,.375382262996942,16.8553193485737
3,0,2,"Gustafsson, Mr. Anders Vilhelm",37,2,0,3101276,7.925, ,S, ,98,"Ruotsinphytaa, Finland New York, NY",0,349,.266819571865443,1.07777510586357
3,0,2,"Gustafsson, Mr. Johan Birger",28,2,0,3101277,7.925, ,S, , ,"Ruotsinphytaa, Finland New York, NY",0,349,.266819571865443,1.07777510586357
3,0,2,"Gustafsson, Mr. Karl Gideon",19,0,0,347069,7.775, ,S, , ,"Myren, Sweden New York, NY",0,223.5,.170871559633028,-15.9128506854793
3,0,2,"Haas, Miss. Aloisia",24,0,0,349236,8.85, ,S, , , ,1,458,.350152905198777,13.3731900427767
3,0,2,"Hagardon, Miss. Kate",17,0,0,AQ/3. 30631,7.7333, ,Q, , , ,1,149,.113914373088685,-29.1239451173061
3,0,2,"Hagland, Mr. Ingvald Olai Olsen", ,1,0,65303,19.9667, ,S, , , ,0,751.5,.57454128440367,43.0234374140196
3,0,2,"Hagland, Mr. Konrad Mathias Reiersen", ,1,0,65304,19.9667, ,S, , , ,0,751.5,.57454128440367,43.0234374140196
3,0,2,"Hakkarainen, Mr. Pekka Pietari",28,1,0,STON/O2. 3101279,15.85, ,S, , , ,0,709.5,.542431192660551,38.8109324848864
3,1,2,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",24,1,0,STON/O2. 3101279,15.85, ,S,15, , ,1,709.5,.542431192660551,38.8109324848864
2,0,0,"Hale, Mr. Reginald",30,0,0,250653,13, ,S, ,75,"Auburn, NY",0,592,.452599388379205,27.1312152712863
2,1,0,"Hamalainen, Master. Viljo",.6667,1,1,250649,14.5, ,S,4, ,"Detroit, MI",0,667,.509938837920489,34.5850957185933
2,1,0,"Hamalainen, Mrs. William (Anna)",24,0,2,250649,14.5, ,S,4, ,"Detroit, MI",1,667,.509938837920489,34.5850957185933
3,0,2,"Hampe, Mr. Leon",20,0,0,345769,9.5, ,S, , , ,0,477.5,.365061162079511,15.4406833648945
3,0,2,"Hanna, Mr. Mansour",23.5,0,0,2693,7.2292, ,C, ,188, ,0,87.5,.0668960244648318,-44.3070271347184
3,0,0,"Hansen, Mr. Claus Peter",41,2,0,350026,14.1083, ,S, , , ,0,643.5,.49197247706422,32.2539409235572
3,0,2,"Hansen, Mr. Henrik Juul",26,1,0,350025,7.8542, ,S, , , ,0,265,.202599388379205,-9.78698828699505
3,0,2,"Hansen, Mr. Henry Damsgaard",21,0,0,350029,7.8542, ,S, ,69, ,0,265,.202599388379205,-9.78698828699505
3,1,0,"Hansen, Mrs. Claus Peter (Jennie L Howard)",45,1,0,350026,14.1083, ,S,11, , ,1,643.5,.49197247706422,32.2539409235572
2,0,0,"Harbeck, Mr. William H",44,0,0,248746,13, ,S, ,35,"Seattle, WA / Toledo, OH",0,592,.452599388379205,27.1312152712863
1,1,0,"Harder, Mr. George Achilles",25,1,0,11765,55.4417,E50,C,5, ,"Brooklyn, NY",0,1098.5,.839831804281346,84.7315501370806
1,1,0,"Harder, Mrs. George Achilles (Dorothy Annan)",25,1,0,11765,55.4417,E50,C,5, ,"Brooklyn, NY",1,1098.5,.839831804281346,84.7315501370806
3,0,1,"Harknett, Miss. Alice Phoebe", ,0,0,W./C. 6609,7.55, ,S, , , ,1,127.5,.0974770642201835,-33.7869449049441
3,0,2,"Harmer, Mr. Abraham (David Lishin)",25,0,0,374887,7.25, ,S,B, , ,0,108.5,.0829510703363914,-38.4157124358353
2,1,1,"Harper, Miss. Annie Jessie ""Nina""",6,0,1,248727,33, ,S,11, ,"Denmark Hill, Surrey / Chicago",1,1003,.766819571865443,70.9971839848247
1,1,0,"Harper, Mr. Henry Sleeper",48,1,0,PC 17572,76.7292,D33,C,3, ,"New York, NY",0,1171,.895259938837921,98.2524366068539
1,1,0,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",49,1,0,PC 17572,76.7292,D33,C,3, ,"New York, NY",1,1171,.895259938837921,98.2524366068539
2,0,1,"Harper, Rev. John",28,0,1,248727,33, ,S, , ,"Denmark Hill, Surrey / Chicago",0,1003,.766819571865443,70.9971839848247
1,0,2,"Harrington, Mr. Charles H", ,0,0,113796,42.4, ,S, , , ,0,1050.5,.803134556574923,77.4389647606619
2,1,1,"Harris, Mr. George",62,0,0,S.W./PP 752,10.5, ,S,15, ,London,0,512,.391437308868502,19.0321115380284
1,0,0,"Harris, Mr. Henry Birkhardt",45,1,0,36973,83.475,C83,S, , ,"New York, NY",0,1207.5,.923165137614679,107.138995155866
2,0,1,"Harris, Mr. Walter",30,0,0,W/C 14208,10.5, ,S, , ,"Walthamstow, England",0,512,.391437308868502,19.0321115380284
1,1,0,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",35,1,0,36973,83.475,C83,S,D, ,"New York, NY",1,1207.5,.923165137614679,107.138995155866
1,0,1,"Harrison, Mr. William",40,0,0,112059,0,B94,S, ,110, ,0,9,.00688073394495413,-94.2083719232876
2,1,1,"Hart, Miss. Eva Miriam",7,0,2,F.C.C. 13529,26.25, ,S,14, ,"Ilford, Essex / Winnipeg, MB",1,885.5,.676987767584098,57.0678450109103
2,0,1,"Hart, Mr. Benjamin",43,1,1,F.C.C. 13529,26.25, ,S, , ,"Ilford, Essex / Winnipeg, MB",0,885.5,.676987767584098,57.0678450109103
3,0,2,"Hart, Mr. Henry", ,0,0,394140,6.8583, ,Q, , , ,0,31,.0237003058103976,-69.32657152578
2,1,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",45,1,1,F.C.C. 13529,26.25, ,S,14, ,"Ilford, Essex / Winnipeg, MB",1,885.5,.676987767584098,57.0678450109103
1,1,2,"Hassab, Mr. Hammad",27,0,0,PC 17572,76.7292,D49,C,3, , ,0,1171,.895259938837921,98.2524366068539
3,0,2,"Hassan, Mr. Houssein G N",11,0,0,2699,18.7875, ,C, , , ,0,743.5,.568425076452599,42.2169318233877
1,1,2,"Hawksford, Mr. Walter James", ,0,0,16988,30,D45,S,3, ,"Kingston, Surrey",0,962,.735474006116208,65.8751929380871
1,1,0,"Hays, Miss. Margaret Bechstein",24,0,0,11767,83.1583,C54,C,7, ,"New York, NY",1,1203.5,.920107033639144,106.057418218736
1,0,2,"Hays, Mr. Charles Melville",55,1,1,12749,93.5,B69,S, ,307,"Montreal, PQ",0,1222.5,.934633027522936,111.513925028421
1,1,2,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",52,1,1,12749,93.5,B69,S,3, ,"Montreal, PQ",1,1222.5,.934633027522936,111.513925028421
1,0,2,"Head, Mr. Christopher",42,0,0,113038,42.5,B11,S, , ,London / Middlesex,0,1052,.804281345565749,77.6533896942788
3,1,2,"Healy, Miss. Hanora ""Nora""", ,0,0,370375,7.75, ,Q,16, , ,1,183,.139908256880734,-22.6417312338616
3,1,2,"Hedman, Mr. Oskar Arvid",27,0,0,347089,6.975, ,S,15, , ,0,34.5,.0263761467889908,-66.9581010840247
